starID,time,mass,x,y,z
4,739.373,1.10,-1.875,-9.603,-0.816
0,739.960,1.75,-1.712,-9.549,-0.954
1,739.960,0.00,-1.548,-4.447,-0.299
2,739.960,1.20,3.575,27.232,3.050
3,739.960,0.70,1.004,-7.557,-1.454
4,739.960,1.10,-1.815,-9.707,-0.885
0,740.548,1.75,-1.813,-9.653,-0.893
1,740.548,0.00,-1.548,-4.447,-0.299
2,740.548,1.20,3.578,27.284,3.055
3,740.548,0.70,1.089,-7.475,-1.475
4,740.548,1.10,-1.712,-9.651,-0.973
0,741.135,1.75,-1.802,-9.787,-0.924
1,741.135,0.00,-1.548,-4.447,-0.299
2,741.135,1.20,3.581,27.335,3.061
3,741.135,0.70,1.173,-7.393,-1.497
4,741.135,1.10,-1.786,-9.545,-0.917
0,741.722,1.75,-1.773,-9.846,-0.964
1,741.722,0.00,-1.548,-4.447,-0.299
2,741.722,1.20,3.584,27.386,3.066
3,741.722,0.70,1.257,-7.312,-1.518
4,741.722,1.10,-1.890,-9.558,-0.846
0,742.309,1.75,-1.756,-9.869,-0.990
1,742.309,0.00,-1.548,-4.447,-0.299
2,742.309,1.20,3.588,27.438,3.072
3,742.309,0.70,1.340,-7.232,-1.539
4,742.309,1.10,-1.973,-9.629,-0.797
0,742.897,1.75,-1.758,-9.871,-1.000
1,742.897,0.00,-1.548,-4.447,-0.299
2,742.897,1.20,3.591,27.489,3.077
3,742.897,0.70,1.422,-7.151,-1.560
4,742.897,1.10,-2.026,-9.733,-0.774
0,743.484,1.75,-1.780,-9.863,-0.992
1,743.484,0.00,-1.548,-4.447,-0.299
2,743.484,1.20,3.594,27.541,3.083
3,743.484,0.70,1.504,-7.072,-1.581
4,743.484,1.10,-2.046,-9.853,-0.778
0,744.071,1.75,-1.833,-9.855,-0.961
1,744.071,0.00,-1.548,-4.447,-0.299
2,744.071,1.20,3.598,27.592,3.088
3,744.071,0.70,1.586,-6.992,-1.602
4,744.071,1.10,-2.018,-9.973,-0.822
0,744.658,1.75,-1.930,-9.888,-0.896
1,744.658,0.00,-1.548,-4.447,-0.299
2,744.658,1.20,3.601,27.643,3.094
3,744.658,0.70,1.667,-6.913,-1.622
4,744.658,1.10,-1.919,-10.026,-0.917
0,745.246,1.75,-1.978,-10.042,-0.881
1,745.246,0.00,-1.548,-4.447,-0.299
2,745.246,1.20,3.604,27.695,3.099
3,745.246,0.70,1.748,-6.835,-1.643
4,745.246,1.10,-1.897,-9.887,-0.933
0,745.833,1.75,-1.947,-10.132,-0.924
1,745.833,0.00,-1.548,-4.447,-0.299
2,745.833,1.20,3.607,27.746,3.105
3,745.833,0.70,1.828,-6.756,-1.663
4,745.833,1.10,-2.001,-9.850,-0.858
0,746.420,1.75,-1.923,-10.169,-0.958
1,746.420,0.00,-1.548,-4.447,-0.299
2,746.420,1.20,3.611,27.797,3.110
3,746.420,0.70,1.908,-6.678,-1.684
4,746.420,1.10,-2.094,-9.897,-0.798
0,747.007,1.75,-1.914,-10.180,-0.977
1,747.007,0.00,-1.548,-4.447,-0.299
2,747.007,1.20,3.614,27.849,3.116
3,747.007,0.70,1.988,-6.600,-1.704
4,747.007,1.10,-2.163,-9.985,-0.761
0,747.595,1.75,-1.925,-10.175,-0.978
1,747.595,0.00,-1.548,-4.447,-0.299
2,747.595,1.20,3.617,27.900,3.121
3,747.595,0.70,2.068,-6.523,-1.725
4,747.595,1.10,-2.200,-10.098,-0.751
0,748.182,1.75,-1.960,-10.164,-0.960
1,748.182,0.00,-1.548,-4.447,-0.299
2,748.182,1.20,3.621,27.951,3.127
3,748.182,0.70,2.147,-6.445,-1.745
4,748.182,1.10,-2.198,-10.221,-0.774
0,748.769,1.75,-2.032,-10.165,-0.912
1,748.769,0.00,-1.548,-4.447,-0.299
2,748.769,1.20,3.624,28.003,3.132
3,748.769,0.70,2.226,-6.368,-1.765
4,748.769,1.10,-2.136,-10.324,-0.842
0,749.357,1.75,-2.132,-10.267,-0.852
1,749.357,0.00,-1.548,-4.447,-0.299
2,749.357,1.20,3.627,28.054,3.138
3,749.357,0.70,2.305,-6.291,-1.786
4,749.357,1.10,-2.032,-10.267,-0.932
0,749.944,1.75,-2.120,-10.401,-0.882
1,749.944,0.00,-1.548,-4.447,-0.299
2,749.944,1.20,3.630,28.105,3.143
3,749.944,0.70,2.383,-6.214,-1.806
4,749.944,1.10,-2.104,-10.159,-0.876
0,750.531,1.75,-2.090,-10.459,-0.922
1,750.531,0.00,-1.548,-4.447,-0.299
2,750.531,1.20,3.634,28.156,3.149
3,750.531,0.70,2.461,-6.138,-1.826
4,750.531,1.10,-2.206,-10.171,-0.805
0,751.118,1.75,-2.072,-10.481,-0.949
1,751.118,0.00,-1.548,-4.447,-0.299
2,751.118,1.20,3.637,28.208,3.154
3,751.118,0.70,2.539,-6.062,-1.846
4,751.118,1.10,-2.288,-10.240,-0.756
0,751.706,1.75,-2.072,-10.482,-0.959
1,751.706,0.00,-1.548,-4.447,-0.299
2,751.706,1.20,3.640,28.259,3.160
3,751.706,0.70,2.617,-5.985,-1.866
4,751.706,1.10,-2.340,-10.343,-0.733
0,752.293,1.75,-2.093,-10.473,-0.952
1,752.293,0.00,-1.548,-4.447,-0.299
2,752.293,1.20,3.643,28.310,3.165
3,752.293,0.70,2.695,-5.909,-1.886
4,752.293,1.10,-2.360,-10.462,-0.738
0,752.880,1.75,-2.144,-10.463,-0.921
1,752.880,0.00,-1.548,-4.447,-0.299
2,752.880,1.20,3.647,28.361,3.171
3,752.880,0.70,2.772,-5.834,-1.906
4,752.880,1.10,-2.331,-10.581,-0.781
0,753.467,1.75,-2.241,-10.495,-0.857
1,753.467,0.00,-1.548,-4.447,-0.299
2,753.467,1.20,3.650,28.412,3.176
3,753.467,0.70,2.850,-5.758,-1.926
4,753.467,1.10,-2.231,-10.635,-0.876
0,754.055,1.75,-2.288,-10.648,-0.841
1,754.055,0.00,-1.548,-4.447,-0.299
2,754.055,1.20,3.653,28.464,3.181
3,754.055,0.70,2.927,-5.683,-1.946
4,754.055,1.10,-2.207,-10.494,-0.894
0,754.642,1.75,-2.257,-10.738,-0.884
1,754.642,0.00,-1.548,-4.447,-0.299
2,754.642,1.20,3.656,28.515,3.187
3,754.642,0.70,3.004,-5.607,-1.966
4,754.642,1.10,-2.309,-10.456,-0.819
0,755.229,1.75,-2.232,-10.774,-0.918
1,755.229,0.00,-1.548,-4.447,-0.299
2,755.229,1.20,3.660,28.566,3.192
3,755.229,0.70,3.081,-5.532,-1.985
4,755.229,1.10,-2.402,-10.501,-0.759
0,755.817,1.75,-2.222,-10.785,-0.937
1,755.817,0.00,-1.548,-4.447,-0.299
2,755.817,1.20,3.663,28.617,3.198
3,755.817,0.70,3.157,-5.457,-2.005
4,755.817,1.10,-2.471,-10.589,-0.722
0,756.404,1.75,-2.232,-10.779,-0.939
1,756.404,0.00,-1.548,-4.447,-0.299
2,756.404,1.20,3.666,28.668,3.203
3,756.404,0.70,3.234,-5.382,-2.025
4,756.404,1.10,-2.507,-10.701,-0.712
0,756.991,1.75,-2.266,-10.767,-0.921
1,756.991,0.00,-1.548,-4.447,-0.299
2,756.991,1.20,3.670,28.720,3.209
3,756.991,0.70,3.310,-5.307,-2.045
4,756.991,1.10,-2.504,-10.823,-0.734
0,757.578,1.75,-2.338,-10.768,-0.874
1,757.578,0.00,-1.548,-4.447,-0.299
2,757.578,1.20,3.673,28.771,3.214
3,757.578,0.70,3.387,-5.232,-2.064
4,757.578,1.10,-2.443,-10.926,-0.803
0,758.166,1.75,-2.437,-10.868,-0.813
1,758.166,0.00,-1.548,-4.447,-0.299
2,758.166,1.20,3.676,28.822,3.220
3,758.166,0.70,3.463,-5.158,-2.084
4,758.166,1.10,-2.337,-10.870,-0.893
0,758.753,1.75,-2.425,-11.002,-0.844
1,758.753,0.00,-1.548,-4.447,-0.299
2,758.753,1.20,3.679,28.873,3.225
3,758.753,0.70,3.539,-5.083,-2.104
4,758.753,1.10,-2.408,-10.760,-0.838
0,759.340,1.75,-2.394,-11.060,-0.884
1,759.340,0.00,-1.548,-4.447,-0.299
2,759.340,1.20,3.683,28.924,3.231
3,759.340,0.70,3.615,-5.009,-2.123
4,759.340,1.10,-2.509,-10.771,-0.767
0,759.927,1.75,-2.375,-11.081,-0.911
1,759.927,0.00,-1.548,-4.447,-0.299
2,759.927,1.20,3.686,28.975,3.236
3,759.927,0.70,3.691,-4.935,-2.143
4,759.927,1.10,-2.591,-10.840,-0.718
0,760.515,1.75,-2.375,-11.082,-0.921
1,760.515,0.00,-1.548,-4.447,-0.299
2,760.515,1.20,3.689,29.026,3.242
3,760.515,0.70,3.766,-4.861,-2.162
4,760.515,1.10,-2.642,-10.942,-0.695
0,761.102,1.75,-2.395,-11.072,-0.914
1,761.102,0.00,-1.548,-4.447,-0.299
2,761.102,1.20,3.692,29.077,3.247
3,761.102,0.70,3.842,-4.787,-2.182
4,761.102,1.10,-2.662,-11.060,-0.699
0,761.689,1.75,-2.446,-11.062,-0.883
1,761.689,0.00,-1.548,-4.447,-0.299
2,761.689,1.20,3.696,29.128,3.252
3,761.689,0.70,3.917,-4.713,-2.202
4,761.689,1.10,-2.633,-11.179,-0.743
0,762.276,1.75,-2.541,-11.093,-0.819
1,762.276,0.00,-1.548,-4.447,-0.299
2,762.276,1.20,3.699,29.179,3.258
3,762.276,0.70,3.993,-4.639,-2.221
4,762.276,1.10,-2.533,-11.233,-0.837
0,762.864,1.75,-2.590,-11.245,-0.803
1,762.864,0.00,-1.548,-4.447,-0.299
2,762.864,1.20,3.702,29.231,3.263
3,762.864,0.70,4.068,-4.565,-2.241
4,762.864,1.10,-2.508,-11.093,-0.856
